fecha,capa1,capa2,capa3,iep_total,pesos_version,capa1_adj,capa2_adj,capa3_adj,iep_ajustado
2020-01-17,,,,,incompleta-v4,,,,
2020-01-20,,,,,incompleta-v4,,,,
2020-01-21,,,,,incompleta-v4,,,,
2020-01-22,,,,,incompleta-v4,,,,
2020-01-23,,,,,incompleta-v4,,,,
2020-01-24,,,,,incompleta-v4,,,,
2020-01-27,,,,,incompleta-v4,,,,
2020-01-28,,,,,incompleta-v4,,,,
2020-01-29,,,,,incompleta-v4,,,,
2020-01-30,,,,,incompleta-v4,,,,
2020-01-31,,,,,incompleta-v4,,,,
2020-02-04,,,,,incompleta-v4,,,,
2020-02-05,,,,,incompleta-v4,,,,
2020-02-06,,,,,incompleta-v4,,,,
2020-02-07,,,,,incompleta-v4,,,,
2020-02-10,,,,,incompleta-v4,,,,
2020-02-11,,,,,incompleta-v4,,,,
2020-02-12,,,,,incompleta-v4,,,,
2020-02-13,,,,,incompleta-v4,,,,
2020-02-14,,,,,incompleta-v4,,,,
2020-02-17,,,,,incompleta-v4,,,,
2020-02-18,,,,,incompleta-v4,,,,
2020-02-19,,,,,incompleta-v4,,,,
2020-02-20,,,,,incompleta-v4,,,,
2020-02-21,,,,,incompleta-v4,,,,
2020-02-24,,,,,incompleta-v4,,,,
2020-02-25,,,,,incompleta-v4,,,,
2020-02-26,,,,,incompleta-v4,,,,
2020-02-27,,,,,incompleta-v4,,,,
2020-02-28,,,,,incompleta-v4,,,,
2020-03-02,,,,,incompleta-v4,,,,
2020-03-03,,,,,incompleta-v4,,,,
2020-03-04,,,,,incompleta-v4,,,,
2020-03-05,,,,,incompleta-v4,,,,
2020-03-06,,,,,incompleta-v4,,,,
2020-03-09,,,,,incompleta-v4,,,,
2020-03-10,,,,,incompleta-v4,,,,
2020-03-11,,,,,incompleta-v4,,,,
2020-03-12,,,,,incompleta-v4,,,,
2020-03-13,,,,,incompleta-v4,,,,
2020-03-16,,,,,incompleta-v4,,,,
2020-03-17,,,,,incompleta-v4,,,,
2020-03-18,,,,,incompleta-v4,,,,
2020-03-19,,,,,incompleta-v4,,,,
2020-03-20,,,,,incompleta-v4,,,,
2020-03-23,,,,,incompleta-v4,,,,
2020-03-24,,,,,incompleta-v4,,,,
2020-03-25,,,,,incompleta-v4,,,,
2020-03-26,,,,,incompleta-v4,,,,
2020-03-27,,,,,incompleta-v4,,,,
2020-03-30,,,,,incompleta-v4,,,,
2020-03-31,,,,,incompleta-v4,,,,
2020-04-01,,,,,incompleta-v4,,,,
2020-04-02,,,,,incompleta-v4,,,,
2020-04-03,,,,,incompleta-v4,,,,
2020-04-06,,,,,incompleta-v4,,,,
2020-04-07,,,,,incompleta-v4,,,,
2020-04-08,,,,,incompleta-v4,,,,
2020-04-09,,,,,incompleta-v4,,,,
2020-04-13,,,,,incompleta-v4,,,,
2020-04-14,,,,,incompleta-v4,,,,
2020-04-15,,,,,incompleta-v4,,,,
2020-04-16,,,,,incompleta-v4,,,,
2020-04-17,,,,,incompleta-v4,,,,
2020-04-20,,,,,incompleta-v4,,,,
2020-04-21,,,,,incompleta-v4,,,,
2020-04-22,,,,,incompleta-v4,,,,
2020-04-23,,,,,incompleta-v4,,,,
2020-04-24,,,,,incompleta-v4,,,,
2020-04-27,,,,,incompleta-v4,,,,
2020-04-28,,,,,incompleta-v4,,,,
2020-04-29,,,,,incompleta-v4,,,,
2020-04-30,,,,,incompleta-v4,,,,
2020-05-01,,,,,incompleta-v4,,,,
2020-05-04,,,,,incompleta-v4,,,,
2020-05-05,,,,,incompleta-v4,,,,
2020-05-06,,,,,incompleta-v4,,,,
2020-05-07,,,,,incompleta-v4,,,,
2020-05-08,,,,,incompleta-v4,,,,
2020-05-11,,,,,incompleta-v4,,,,
2020-05-12,,,,,incompleta-v4,,,,
2020-05-13,,,,,incompleta-v4,,,,
2020-05-14,,,,,incompleta-v4,,,,
2020-05-15,,,,,incompleta-v4,,,,
2020-05-18,,,,,incompleta-v4,,,,
2020-05-19,,,,,incompleta-v4,,,,
2020-05-20,,,,,incompleta-v4,,,,
2020-05-21,,,,,incompleta-v4,,,,
2020-05-22,,,,,incompleta-v4,,,,
2020-05-25,,,,,incompleta-v4,,,,
2020-05-26,,,,,incompleta-v4,,,,
2020-05-27,,,,,incompleta-v4,,,,
2020-05-28,,,,,incompleta-v4,,,,
2020-05-29,,,,,incompleta-v4,,,,
2020-06-01,,,,,incompleta-v4,,,,
2020-06-02,,,,,incompleta-v4,,,,
2020-06-03,,,,,incompleta-v4,,,,
2020-06-04,,,,,incompleta-v4,,,,
2020-06-05,,,,,incompleta-v4,,,,
2020-06-08,,,,,incompleta-v4,,,,
2020-06-09,,,,,incompleta-v4,,,,
2020-06-10,,,,,incompleta-v4,,,,
2020-06-11,,,,,incompleta-v4,,,,
2020-06-12,,,,,incompleta-v4,,,,
2020-06-15,,,,,incompleta-v4,,,,
2020-06-16,,,,,incompleta-v4,,,,
2020-06-17,,,,,incompleta-v4,,,,
2020-06-18,,,,,incompleta-v4,,,,
2020-06-19,,,,,incompleta-v4,,,,
2020-06-22,,,,,incompleta-v4,,,,
2020-06-23,,,,,incompleta-v4,,,,
2020-06-24,,,,,incompleta-v4,,,,
2020-06-25,,,,,incompleta-v4,,,,
2020-06-26,,,,,incompleta-v4,,,,
2020-06-29,,,,,incompleta-v4,,,,
2020-06-30,,,,,incompleta-v4,,,,
2020-07-01,,,,,incompleta-v4,,,,
2020-07-02,,,,,incompleta-v4,,,,
2020-07-03,,,,,incompleta-v4,,,,
2020-07-06,,,,,incompleta-v4,,,,
2020-07-07,,,,,incompleta-v4,,,,
2020-07-08,,,,,incompleta-v4,,,,
2020-07-09,,,,,incompleta-v4,,,,
2020-07-10,,,,,incompleta-v4,,,,
2020-07-13,,,,,incompleta-v4,,,,
2020-07-14,,,,,incompleta-v4,,,,
2020-07-15,,,,,incompleta-v4,,,,
2020-07-16,,,,,incompleta-v4,,,,
2020-07-17,,,,,incompleta-v4,,,,
2020-07-20,,,,,incompleta-v4,,,,
2020-07-21,,,,,incompleta-v4,,,,
2020-07-22,,,,,incompleta-v4,,,,
2020-07-23,,,,,incompleta-v4,,,,
2020-07-24,,,,,incompleta-v4,,,,
2020-07-27,,,,,incompleta-v4,,,,
2020-07-28,,,,,incompleta-v4,,,,
2020-07-29,,,,,incompleta-v4,,,,
2020-07-30,,,,,incompleta-v4,,,,
2020-07-31,,,,,incompleta-v4,,,,
2020-08-03,,,,,incompleta-v4,,,,
2020-08-04,,,,,incompleta-v4,,,,
2020-08-05,,,,,incompleta-v4,,,,
2020-08-06,,,,,incompleta-v4,,,,
2020-08-07,,,,,incompleta-v4,,,,
2020-08-10,,,,,incompleta-v4,,,,
2020-08-11,,,,,incompleta-v4,,,,
2020-08-12,,,,,incompleta-v4,,,,
2020-08-13,,,,,incompleta-v4,,,,
2020-08-14,,,,,incompleta-v4,,,,
2020-08-17,,,,,incompleta-v4,,,,
2020-08-18,,,,,incompleta-v4,,,,
2020-08-19,,,,,incompleta-v4,,,,
2020-08-20,,,,,incompleta-v4,,,,
2020-08-21,,,,,incompleta-v4,,,,
2020-08-24,,,,,incompleta-v4,,,,
2020-08-25,,,,,incompleta-v4,,,,
2020-08-26,,,,,incompleta-v4,,,,
2020-08-27,,,,,incompleta-v4,,,,
2020-08-28,,,,,incompleta-v4,,,,
2020-08-31,,,,,incompleta-v4,,,,
2020-09-01,,,,,incompleta-v4,,,,
2020-09-02,,,,,incompleta-v4,,,,
2020-09-03,,,,,incompleta-v4,,,,
2020-09-04,,,,,incompleta-v4,,,,
2020-09-07,,,,,incompleta-v4,,,,
2020-09-08,,,,,incompleta-v4,,,,
2020-09-09,,,,,incompleta-v4,,,,
2020-09-10,,,,,incompleta-v4,,,,
2020-09-11,,,,,incompleta-v4,,,,
2020-09-14,,,,,incompleta-v4,,,,
2020-09-15,,,,,incompleta-v4,,,,
2020-09-16,,,,,incompleta-v4,,,,
2020-09-17,,,,,incompleta-v4,,,,
2020-09-18,,,,,incompleta-v4,,,,
2020-09-21,,,,,incompleta-v4,,,,
2020-09-22,,,,,incompleta-v4,,,,
2020-09-23,,,,,incompleta-v4,,,,
2020-09-24,,,,,incompleta-v4,,,,
2020-09-25,,,,,incompleta-v4,,,,
2020-09-28,,,,,incompleta-v4,,,,
2020-09-29,,,,,incompleta-v4,,,,
2020-09-30,,,,,incompleta-v4,,,,
2020-10-01,,,,,incompleta-v4,,,,
2020-10-02,,,,,incompleta-v4,,,,
2020-10-05,,,,,incompleta-v4,,,,
2020-10-06,,,,,incompleta-v4,,,,
2020-10-07,,,,,incompleta-v4,,,,
2020-10-08,,,,,incompleta-v4,,,,
2020-10-09,,,,,incompleta-v4,,,,
2020-10-12,,,,,incompleta-v4,,,,
2020-10-13,,,,,incompleta-v4,,,,
2020-10-14,,,,,incompleta-v4,,,,
2020-10-15,,,,,incompleta-v4,,,,
2020-10-16,,,,,incompleta-v4,,,,
2020-10-19,,,,,incompleta-v4,,,,
2020-10-20,,,,,incompleta-v4,,,,
2020-10-21,,,,,incompleta-v4,,,,
2020-10-22,,,,,incompleta-v4,,,,
2020-10-23,,,,,incompleta-v4,,,,
2020-10-26,,,,,incompleta-v4,,,,
2020-10-27,,,,,incompleta-v4,,,,
2020-10-28,,,,,incompleta-v4,,,,
2020-10-29,,,,,incompleta-v4,,,,
2020-10-30,,,,,incompleta-v4,,,,
2020-11-02,,,,,incompleta-v4,,,,
2020-11-03,,,,,incompleta-v4,,,,
2020-11-04,,,,,incompleta-v4,,,,
2020-11-05,,,,,incompleta-v4,,,,
2020-11-06,,,,,incompleta-v4,,,,
2020-11-09,,,,,incompleta-v4,,,,
2020-11-10,,,,,incompleta-v4,,,,
2020-11-11,,,,,incompleta-v4,,,,
2020-11-12,,,,,incompleta-v4,,,,
2020-11-13,,,,,incompleta-v4,,,,
2020-11-16,,,,,incompleta-v4,,,,
2020-11-17,,,,,incompleta-v4,,,,
2020-11-18,,,,,incompleta-v4,,,,
2020-11-19,,,,,incompleta-v4,,,,
2020-11-20,,,,,incompleta-v4,,,,
2020-11-23,,,,,incompleta-v4,,,,
2020-11-24,,,,,incompleta-v4,,,,
2020-11-25,,,,,incompleta-v4,,,,
2020-11-26,,,,,incompleta-v4,,,,
2020-11-27,,,,,incompleta-v4,,,,
2020-11-30,,,,,incompleta-v4,,,,
2020-12-01,,,,,incompleta-v4,,,,
2020-12-02,,,,,incompleta-v4,,,,
2020-12-03,,,,,incompleta-v4,,,,
2020-12-04,,,,,incompleta-v4,,,,
2020-12-07,,,,,incompleta-v4,,,,
2020-12-08,,,,,incompleta-v4,,,,
2020-12-09,,,,,incompleta-v4,,,,
2020-12-10,,,,,incompleta-v4,,,,
2020-12-11,,,,,incompleta-v4,,,,
2020-12-14,,,,,incompleta-v4,,,,
2020-12-15,,,,,incompleta-v4,,,,
2020-12-16,,,,,incompleta-v4,,,,
2020-12-17,,,,,incompleta-v4,,,,
2020-12-18,,,,,incompleta-v4,,,,
2020-12-21,,,,,incompleta-v4,,,,
2020-12-22,,,,,incompleta-v4,,,,
2020-12-23,,,,,incompleta-v4,,,,
2020-12-24,,,,,incompleta-v4,,,,
2020-12-28,,,,,incompleta-v4,,,,
2020-12-29,,,,,incompleta-v4,,,,
2020-12-30,,,,,incompleta-v4,,,,
2020-12-31,,,,,incompleta-v4,,,,
2021-01-04,,,,,incompleta-v4,,,,
2021-01-05,,,,,incompleta-v4,,,,
2021-01-06,,,,,incompleta-v4,,,,
2021-01-07,,,,,incompleta-v4,,,,
2021-01-08,,,,,incompleta-v4,,,,
2021-01-11,,,,,incompleta-v4,,,,
2021-01-12,,,,,incompleta-v4,,,,
2021-01-13,,,,,incompleta-v4,,,,
2021-01-14,,,,,incompleta-v4,,,,
2021-01-15,,,,,incompleta-v4,,,,
2021-01-18,,,,,incompleta-v4,,,,
2021-01-19,,,,,incompleta-v4,,,,
2021-01-20,,,,,incompleta-v4,,,,
2021-01-21,,,,,incompleta-v4,,,,
2021-01-22,,,,,incompleta-v4,,,,
2021-01-25,,,,,incompleta-v4,,,,
2021-01-26,,,,,incompleta-v4,,,,
2021-01-27,,,,,incompleta-v4,,,,
2021-01-28,,,,,incompleta-v4,,,,
2021-01-29,,,,,incompleta-v4,,,,
2021-02-01,,,,,incompleta-v4,,,,
2021-02-02,,,,,incompleta-v4,,,,
2021-02-03,,,,,incompleta-v4,,,,
2021-02-04,,,,,incompleta-v4,,,,
2021-02-05,,,,,incompleta-v4,,,,
2021-02-08,,,,,incompleta-v4,,,,
2021-02-09,,,,,incompleta-v4,,,,
2021-02-10,,,,,incompleta-v4,,,,
2021-02-11,,,,,incompleta-v4,,,,
2021-02-12,,,,,incompleta-v4,,,,
2021-02-16,,,,,incompleta-v4,,,,
2021-02-17,,,,,incompleta-v4,,,,
2021-02-18,,,,,incompleta-v4,,,,
2021-02-19,,,,,incompleta-v4,,,,
2021-02-22,,,,,incompleta-v4,,,,
2021-02-23,,,,,incompleta-v4,,,,
2021-02-24,,,,,incompleta-v4,,,,
2021-02-25,,,,,incompleta-v4,,,,
2021-02-26,,,,,incompleta-v4,,,,
2021-03-01,,,,,incompleta-v4,,,,
2021-03-02,,,,,incompleta-v4,,,,
2021-03-03,,,,,incompleta-v4,,,,
2021-03-04,,,,,incompleta-v4,,,,
2021-03-05,,,,,incompleta-v4,,,,
2021-03-08,,,,,incompleta-v4,,,,
2021-03-09,,,,,incompleta-v4,,,,
2021-03-10,,,,,incompleta-v4,,,,
2021-03-11,,,,,incompleta-v4,,,,
2021-03-12,,,,,incompleta-v4,,,,
2021-03-15,,,,,incompleta-v4,,,,
2021-03-16,,,,,incompleta-v4,,,,
2021-03-17,,,,,incompleta-v4,,,,
2021-03-18,,,,,incompleta-v4,,,,
2021-03-19,,,,,incompleta-v4,,,,
2021-03-22,,,,,incompleta-v4,,,,
2021-03-23,,,,,incompleta-v4,,,,
2021-03-24,,,,,incompleta-v4,,,,
2021-03-25,,,,,incompleta-v4,,,,
2021-03-26,,,,,incompleta-v4,,,,
2021-03-29,,,,,incompleta-v4,,,,
2021-03-30,,,,,incompleta-v4,,,,
2021-03-31,,,,,incompleta-v4,,,,
2021-04-01,,,,,incompleta-v4,,,,
2021-04-05,,,,,incompleta-v4,,,,
2021-04-06,,,,,incompleta-v4,,,,
2021-04-07,,,,,incompleta-v4,,,,
2021-04-08,,,,,incompleta-v4,,,,
2021-04-09,,,,,incompleta-v4,,,,
2021-04-12,,,,,incompleta-v4,,,,
2021-04-13,,,,,incompleta-v4,,,,
2021-04-14,,,,,incompleta-v4,,,,
2021-04-15,,,,,incompleta-v4,,,,
2021-04-16,,,,,incompleta-v4,,,,
2021-04-19,,,,,incompleta-v4,,,,
2021-04-20,,,,,incompleta-v4,,,,
2021-04-21,,,,,incompleta-v4,,,,
2021-04-22,,,,,incompleta-v4,,,,
2021-04-23,,,,,incompleta-v4,,,,
2021-04-26,,,,,incompleta-v4,,,,
2021-04-27,,,,,incompleta-v4,,,,
2021-04-28,,,,,incompleta-v4,,,,
2021-04-29,,,,,incompleta-v4,,,,
2021-04-30,,,,,incompleta-v4,,,,
2021-05-03,,,,,incompleta-v4,,,,
2021-05-04,,,,,incompleta-v4,,,,
2021-05-05,,,,,incompleta-v4,,,,
2021-05-06,,,,,incompleta-v4,,,,
2021-05-07,,,,,incompleta-v4,,,,
2021-05-10,,,,,incompleta-v4,,,,
2021-05-11,,,,,incompleta-v4,,,,
2021-05-12,,,,,incompleta-v4,,,,
2021-05-13,,,,,incompleta-v4,,,,
2021-05-14,,,,,incompleta-v4,,,,
2021-05-17,,,,,incompleta-v4,,,,
2021-05-18,,,,,incompleta-v4,,,,
2021-05-19,,,,,incompleta-v4,,,,
2021-05-20,,,,,incompleta-v4,,,,
2021-05-21,,,,,incompleta-v4,,,,
2021-05-24,,,,,incompleta-v4,,,,
2021-05-25,,,,,incompleta-v4,,,,
2021-05-26,,,,,incompleta-v4,,,,
2021-05-27,,,,,incompleta-v4,,,,
2021-05-28,,,,,incompleta-v4,,,,
2021-05-31,,,,,incompleta-v4,,,,
2021-06-01,,,,,incompleta-v4,,,,
2021-06-02,,,,,incompleta-v4,,,,
2021-06-03,,,,,incompleta-v4,,,,
2021-06-04,,,,,incompleta-v4,,,,
2021-06-07,,,,,incompleta-v4,,,,
2021-06-08,,,,,incompleta-v4,,,,
2021-06-09,,,,,incompleta-v4,,,,
2021-06-10,,,,,incompleta-v4,,,,
2021-06-11,,,,,incompleta-v4,,,,
2021-06-14,,,,,incompleta-v4,,,,
2021-06-15,,,,,incompleta-v4,,,,
2021-06-16,,,,,incompleta-v4,,,,
2021-06-17,,,,,incompleta-v4,,,,
2021-06-18,,,,,incompleta-v4,,,,
2021-06-21,,,,,incompleta-v4,,,,
2021-06-22,,,,,incompleta-v4,,,,
2021-06-23,,,,,incompleta-v4,,,,
2021-06-24,,,,,incompleta-v4,,,,
2021-06-25,,,,,incompleta-v4,,,,
2021-06-28,,,,,incompleta-v4,,,,
2021-06-29,,,,,incompleta-v4,,,,
2021-06-30,,,,,incompleta-v4,,,,
2021-07-01,,,,,incompleta-v4,,,,
2021-07-02,,,,,incompleta-v4,,,,
2021-07-05,,,,,incompleta-v4,,,,
2021-07-06,,,,,incompleta-v4,,,,
2021-07-07,,,,,incompleta-v4,,,,
2021-07-08,,,,,incompleta-v4,,,,
2021-07-09,,,,,incompleta-v4,,,,
2021-07-12,,,,,incompleta-v4,,,,
2021-07-13,,,,,incompleta-v4,,,,
2021-07-14,,,,,incompleta-v4,,,,
2021-07-15,,,,,incompleta-v4,,,,
2021-07-16,,,,,incompleta-v4,,,,
2021-07-19,,,,,incompleta-v4,,,,
2021-07-20,,,,,incompleta-v4,,,,
2021-07-21,,,,,incompleta-v4,,,,
2021-07-22,,,,,incompleta-v4,,,,
2021-07-23,,,,,incompleta-v4,,,,
2021-07-26,,,,,incompleta-v4,,,,
2021-07-27,,,,,incompleta-v4,,,,
2021-07-28,,,,,incompleta-v4,,,,
2021-07-29,,,,,incompleta-v4,,,,
2021-07-30,,,,,incompleta-v4,,,,
2021-08-02,,,,,incompleta-v4,,,,
2021-08-03,,,,,incompleta-v4,,,,
2021-08-04,,,,,incompleta-v4,,,,
2021-08-05,,,,,incompleta-v4,,,,
2021-08-06,,,,,incompleta-v4,,,,
2021-08-09,,,,,incompleta-v4,,,,
2021-08-10,,,,,incompleta-v4,,,,
2021-08-11,,,,,incompleta-v4,,,,
2021-08-12,,,,,incompleta-v4,,,,
2021-08-13,,,,,incompleta-v4,,,,
2021-08-16,,,,,incompleta-v4,,,,
2021-08-17,,,,,incompleta-v4,,,,
2021-08-18,,,,,incompleta-v4,,,,
2021-08-19,,,,,incompleta-v4,,,,
2021-08-20,,,,,incompleta-v4,,,,
2021-08-23,,,,,incompleta-v4,,,,
2021-08-24,,,,,incompleta-v4,,,,
2021-08-25,,,,,incompleta-v4,,,,
2021-08-26,,,,,incompleta-v4,,,,
2021-08-27,,,,,incompleta-v4,,,,
2021-08-30,,,,,incompleta-v4,,,,
2021-08-31,,,,,incompleta-v4,,,,
2021-09-01,,,,,incompleta-v4,,,,
2021-09-02,,,,,incompleta-v4,,,,
2021-09-03,,,,,incompleta-v4,,,,
2021-09-06,,,,,incompleta-v4,,,,
2021-09-07,,,,,incompleta-v4,,,,
2021-09-08,,,,,incompleta-v4,,,,
2021-09-09,,,,,incompleta-v4,,,,
2021-09-10,,,,,incompleta-v4,,,,
2021-09-13,,,,,incompleta-v4,,,,
2021-09-14,,,,,incompleta-v4,,,,
2021-09-15,,,,,incompleta-v4,,,,
2021-09-16,,,,,incompleta-v4,,,,
2021-09-17,,,,,incompleta-v4,,,,
2021-09-20,,,,,incompleta-v4,,,,
2021-09-21,,,,,incompleta-v4,,,,
2021-09-22,,,,,incompleta-v4,,,,
2021-09-23,,,,,incompleta-v4,,,,
2021-09-24,,,,,incompleta-v4,,,,
2021-09-27,,,,,incompleta-v4,,,,
2021-09-28,,,,,incompleta-v4,,,,
2021-09-29,,,,,incompleta-v4,,,,
2021-09-30,,,,,incompleta-v4,,,,
2021-10-01,,,,,incompleta-v4,,,,
2021-10-04,,,,,incompleta-v4,,,,
2021-10-05,,,,,incompleta-v4,,,,
2021-10-06,,,,,incompleta-v4,,,,
2021-10-07,,,,,incompleta-v4,,,,
2021-10-08,,,,,incompleta-v4,,,,
2021-10-11,,,,,incompleta-v4,,,,
2021-10-12,,,,,incompleta-v4,,,,
2021-10-13,,,,,incompleta-v4,,,,
2021-10-14,,,,,incompleta-v4,,,,
2021-10-15,,,,,incompleta-v4,,,,
2021-10-18,,,,,incompleta-v4,,,,
2021-10-19,,,,,incompleta-v4,,,,
2021-10-20,,,,,incompleta-v4,,,,
2021-10-21,,,,,incompleta-v4,,,,
2021-10-22,,,,,incompleta-v4,,,,
2021-10-25,,,,,incompleta-v4,,,,
2021-10-26,,,,,incompleta-v4,,,,
2021-10-27,,,,,incompleta-v4,,,,
2021-10-28,,,,,incompleta-v4,,,,
2021-10-29,,,,,incompleta-v4,,,,
2021-11-01,,,,,incompleta-v4,,,,
2021-11-02,,,,,incompleta-v4,,,,
2021-11-03,,,,,incompleta-v4,,,,
2021-11-04,,,,,incompleta-v4,,,,
2021-11-05,,,,,incompleta-v4,,,,
2021-11-08,,,,,incompleta-v4,,,,
2021-11-09,,,,,incompleta-v4,,,,
2021-11-10,,,,,incompleta-v4,,,,
2021-11-11,,,,,incompleta-v4,,,,
2021-11-12,,,,,incompleta-v4,,,,
2021-11-15,,,,,incompleta-v4,,,,
2021-11-16,,,,,incompleta-v4,,,,
2021-11-17,,,,,incompleta-v4,,,,
2021-11-18,,,,,incompleta-v4,,,,
2021-11-19,,,,,incompleta-v4,,,,
2021-11-22,,,,,incompleta-v4,,,,
2021-11-23,,,,,incompleta-v4,,,,
2021-11-24,,,,,incompleta-v4,,,,
2021-11-25,,,,,incompleta-v4,,,,
2021-11-26,,,,,incompleta-v4,,,,
2021-11-29,,,,,incompleta-v4,,,,
2021-11-30,,,,,incompleta-v4,,,,
2021-12-01,,,,,incompleta-v4,,,,
2021-12-02,,,,,incompleta-v4,,,,
2021-12-03,,,,,incompleta-v4,,,,
2021-12-06,,,,,incompleta-v4,,,,
2021-12-07,,,,,incompleta-v4,,,,
2021-12-08,,,,,incompleta-v4,,,,
2021-12-09,,,,,incompleta-v4,,,,
2021-12-10,,,,,incompleta-v4,,,,
2021-12-13,,,,,incompleta-v4,,,,
2021-12-14,,,,,incompleta-v4,,,,
2021-12-15,,,,,incompleta-v4,,,,
2021-12-16,,,,,incompleta-v4,,,,
2021-12-17,,,,,incompleta-v4,,,,
2021-12-20,,,,,incompleta-v4,,,,
2021-12-21,,,,,incompleta-v4,,,,
2021-12-22,,,,,incompleta-v4,,,,
2021-12-23,,,,,incompleta-v4,,,,
2021-12-24,,,,,incompleta-v4,,,,
2021-12-27,,,,,incompleta-v4,,,,
2021-12-28,,,,,incompleta-v4,,,,
2021-12-29,,,,,incompleta-v4,,,,
2021-12-30,,,,,incompleta-v4,,,,
2021-12-31,,,,,incompleta-v4,,,,
2022-01-03,,,,,incompleta-v4,,,,
2022-01-04,,,,,incompleta-v4,,,,
2022-01-05,,,,,incompleta-v4,,,,
2022-01-06,,,,,incompleta-v4,,,,
2022-01-07,,,,,incompleta-v4,,,,
2022-01-10,,,,,incompleta-v4,,,,
2022-01-11,,,,,incompleta-v4,,,,
2022-01-12,,,,,incompleta-v4,,,,
2022-01-13,,,,,incompleta-v4,,,,
2022-01-14,,,,,incompleta-v4,,,,
2022-01-17,,,,,incompleta-v4,,,,
2022-01-18,,,,,incompleta-v4,,,,
2022-01-19,,,,,incompleta-v4,,,,
2022-01-20,,,,,incompleta-v4,,,,
2022-01-21,,,,,incompleta-v4,,,,
2022-01-24,,,,,incompleta-v4,,,,
2022-01-25,,,,,incompleta-v4,,,,
2022-01-26,,,,,incompleta-v4,,,,
2022-01-27,,,,,incompleta-v4,,,,
2022-01-28,,,,,incompleta-v4,,,,
2022-01-31,,,,,incompleta-v4,,,,
2022-02-01,,,,,incompleta-v4,,,,
2022-02-02,,,,,incompleta-v4,,,,
2022-02-03,,,,,incompleta-v4,,,,
2022-02-04,,,,,incompleta-v4,,,,
2022-02-07,,,,,incompleta-v4,,,,
2022-02-08,,,,,incompleta-v4,,,,
2022-02-09,,,,,incompleta-v4,,,,
2022-02-10,,,,,incompleta-v4,,,,
2022-02-11,,,,,incompleta-v4,,,,
2022-02-14,,,,,incompleta-v4,,,,
2022-02-15,,,,,incompleta-v4,,,,
2022-02-16,,,,,incompleta-v4,,,,
2022-02-17,,,,,incompleta-v4,,,,
2022-02-18,,,,,incompleta-v4,,,,
2022-02-21,,,,,incompleta-v4,,,,
2022-02-22,,,,,incompleta-v4,,,,
2022-02-23,,,,,incompleta-v4,,,,
2022-02-24,,,,,incompleta-v4,,,,
2022-02-25,,,,,incompleta-v4,,,,
2022-02-28,,,,,incompleta-v4,,,,
2022-03-01,,,,,incompleta-v4,,,,
2022-03-02,,,,,incompleta-v4,,,,
2022-03-03,,,,,incompleta-v4,,,,
2022-03-04,,,,,incompleta-v4,,,,
2022-03-07,,,,,incompleta-v4,,,,
2022-03-08,,,,,incompleta-v4,,,,
2022-03-09,,,,,incompleta-v4,,,,
2022-03-10,,,,,incompleta-v4,,,,
2022-03-11,,,,,incompleta-v4,,,,
2022-03-14,,,,,incompleta-v4,,,,
2022-03-15,,,,,incompleta-v4,,,,
2022-03-16,,,,,incompleta-v4,,,,
2022-03-17,,,,,incompleta-v4,,,,
2022-03-18,,,,,incompleta-v4,,,,
2022-03-21,,,,,incompleta-v4,,,,
2022-03-22,,,,,incompleta-v4,,,,
2022-03-23,,,,,incompleta-v4,,,,
2022-03-24,,,,,incompleta-v4,,,,
2022-03-25,,,,,incompleta-v4,,,,
2022-03-28,,,,,incompleta-v4,,,,
2022-03-29,,,,,incompleta-v4,,,,
2022-03-30,,,,,incompleta-v4,,,,
2022-03-31,,,,,incompleta-v4,,,,
2022-04-01,,,,,incompleta-v4,,,,
2022-04-04,-0.33735616683037695,0.7319864415798013,,,35-20-20-10-15-v4-full,,,,
2022-04-05,-0.29853292243321883,0.6604188434113487,,,35-20-20-10-15-v4-full,,,,
2022-04-06,-0.27600427039976105,0.46766350199026974,,,35-20-20-10-15-v4-full,,,,
2022-04-07,-0.266840505912044,0.35627177221829914,,,35-20-20-10-15-v4-full,,,,
2022-04-08,-0.2768603834857061,0.003877434199861661,,,35-20-20-10-15-v4-full,,,,
2022-04-11,-0.24318082472133928,-0.08737009064399487,,,35-20-20-10-15-v4-full,,,,
2022-04-12,-0.24554952066458013,-0.1889499087670581,,,35-20-20-10-15-v4-full,,,,
2022-04-13,-0.2129297339379913,-0.15232693518538235,,,35-20-20-10-15-v4-full,,,,
2022-04-14,,,,,incompleta-v4,,,,
2022-04-18,-0.17790248216758509,-0.15061471457844,,,35-20-20-10-15-v4-full,,,,
2022-04-19,-0.19520859108514566,-0.18397072155210306,,,35-20-20-10-15-v4-full,,,,
2022-04-20,-0.2626432729822279,-0.3398423711653293,0.7601288876608185,105.41929859779869,35-20-20-10-15-v4-full,,,,
2022-04-21,-0.44741729802946634,-0.7288940606976205,0.7035250862724188,103.07487324853318,35-20-20-10-15-v4-full,,,,
2022-04-22,-0.5254206270829406,-0.980508544839241,0.7044404793154584,101.79769214288714,35-20-20-10-15-v4-full,,,,
2022-04-25,-0.5146146574156439,-0.8904253576841881,0.6023954572182914,101.94073323009997,35-20-20-10-15-v4-full,,,,
2022-04-26,-0.56918985298774,-0.8823408166574387,0.3314953218989298,101.10480787140622,35-20-20-10-15-v4-full,,,,
