fecha,capa1,capa2,capa3,iep_total,pesos_version,capa1_adj,capa2_adj,capa3_adj,iep_ajustado
2007-01-26,,,,,incompleta-v4,,,,
2007-01-29,,,,,incompleta-v4,,,,
2007-01-30,,,,,incompleta-v4,,,,
2007-01-31,,,,,incompleta-v4,,,,
2007-02-01,,,,,incompleta-v4,,,,
2007-02-02,,,,,incompleta-v4,,,,
2007-02-05,,,,,incompleta-v4,,,,
2007-02-06,,,,,incompleta-v4,,,,
2007-02-07,,,,,incompleta-v4,,,,
2007-02-08,,,,,incompleta-v4,,,,
2007-02-09,,,,,incompleta-v4,,,,
2007-02-12,,,,,incompleta-v4,,,,
2007-02-13,,,,,incompleta-v4,,,,
2007-02-14,,,,,incompleta-v4,,,,
2007-02-15,,,,,incompleta-v4,,,,
2007-02-16,,,,,incompleta-v4,,,,
2007-02-19,,,,,incompleta-v4,,,,
2007-02-20,,,,,incompleta-v4,,,,
2007-02-21,,,,,incompleta-v4,,,,
2007-02-22,,,,,incompleta-v4,,,,
2007-02-23,,,,,incompleta-v4,,,,
2007-02-26,,,,,incompleta-v4,,,,
2007-02-27,,,,,incompleta-v4,,,,
2007-02-28,,,,,incompleta-v4,,,,
2007-03-01,,,,,incompleta-v4,,,,
2007-03-02,,,,,incompleta-v4,,,,
2007-03-05,,,,,incompleta-v4,,,,
2007-03-06,,,,,incompleta-v4,,,,
2007-03-07,,,,,incompleta-v4,,,,
2007-03-08,,,,,incompleta-v4,,,,
2007-03-09,,,,,incompleta-v4,,,,
2007-03-12,,,,,incompleta-v4,,,,
2007-03-13,,,,,incompleta-v4,,,,
2007-03-14,,,,,incompleta-v4,,,,
2007-03-15,,,,,incompleta-v4,,,,
2007-03-16,,,,,incompleta-v4,,,,
2007-03-19,,,,,incompleta-v4,,,,
2007-03-20,,,,,incompleta-v4,,,,
2007-03-21,,,,,incompleta-v4,,,,
2007-03-22,,,,,incompleta-v4,,,,
2007-03-23,,,,,incompleta-v4,,,,
2007-03-26,,,,,incompleta-v4,,,,
2007-03-27,,,,,incompleta-v4,,,,
2007-03-28,,,,,incompleta-v4,,,,
2007-03-29,,,,,incompleta-v4,,,,
2007-03-30,,,,,incompleta-v4,,,,
2007-04-02,,,,,incompleta-v4,,,,
2007-04-03,,,,,incompleta-v4,,,,
2007-04-04,,,,,incompleta-v4,,,,
2007-04-05,,,,,incompleta-v4,,,,
2007-04-09,,,,,incompleta-v4,,,,
2007-04-10,,,,,incompleta-v4,,,,
2007-04-11,,,,,incompleta-v4,,,,
2007-04-12,,,,,incompleta-v4,,,,
2007-04-13,,,,,incompleta-v4,,,,
2007-04-16,,,,,incompleta-v4,,,,
2007-04-17,,,,,incompleta-v4,,,,
2007-04-18,,,,,incompleta-v4,,,,
2007-04-19,,,,,incompleta-v4,,,,
2007-04-20,,,,,incompleta-v4,,,,
2007-04-23,,,,,incompleta-v4,,,,
2007-04-24,,,,,incompleta-v4,,,,
2007-04-25,,,,,incompleta-v4,,,,
2007-04-26,,,,,incompleta-v4,,,,
2007-04-27,,,,,incompleta-v4,,,,
2007-04-30,,,,,incompleta-v4,,,,
2007-05-01,,,,,incompleta-v4,,,,
2007-05-02,,,,,incompleta-v4,,,,
2007-05-03,,,,,incompleta-v4,,,,
2007-05-04,,,,,incompleta-v4,,,,
2007-05-07,,,,,incompleta-v4,,,,
2007-05-08,,,,,incompleta-v4,,,,
2007-05-09,,,,,incompleta-v4,,,,
2007-05-10,,,,,incompleta-v4,,,,
2007-05-11,,,,,incompleta-v4,,,,
2007-05-14,,,,,incompleta-v4,,,,
2007-05-15,,,,,incompleta-v4,,,,
2007-05-16,,,,,incompleta-v4,,,,
2007-05-17,,,,,incompleta-v4,,,,
2007-05-18,,,,,incompleta-v4,,,,
2007-05-21,,,,,incompleta-v4,,,,
2007-05-22,,,,,incompleta-v4,,,,
2007-05-23,,,,,incompleta-v4,,,,
2007-05-24,,,,,incompleta-v4,,,,
2007-05-25,,,,,incompleta-v4,,,,
2007-05-28,,,,,incompleta-v4,,,,
2007-05-29,,,,,incompleta-v4,,,,
2007-05-30,,,,,incompleta-v4,,,,
2007-05-31,,,,,incompleta-v4,,,,
2007-06-01,,,,,incompleta-v4,,,,
2007-06-04,,,,,incompleta-v4,,,,
2007-06-05,,,,,incompleta-v4,,,,
2007-06-06,,,,,incompleta-v4,,,,
2007-06-07,,,,,incompleta-v4,,,,
2007-06-08,,,,,incompleta-v4,,,,
2007-06-11,,,,,incompleta-v4,,,,
2007-06-12,,,,,incompleta-v4,,,,
2007-06-13,,,,,incompleta-v4,,,,
2007-06-14,,,,,incompleta-v4,,,,
2007-06-15,,,,,incompleta-v4,,,,
2007-06-18,,,,,incompleta-v4,,,,
2007-06-19,,,,,incompleta-v4,,,,
2007-06-20,,,,,incompleta-v4,,,,
2007-06-21,,,,,incompleta-v4,,,,
2007-06-22,,,,,incompleta-v4,,,,
2007-06-25,,,,,incompleta-v4,,,,
2007-06-26,,,,,incompleta-v4,,,,
2007-06-27,,,,,incompleta-v4,,,,
2007-06-28,,,,,incompleta-v4,,,,
2007-06-29,,,,,incompleta-v4,,,,
2007-07-02,,,,,incompleta-v4,,,,
2007-07-03,,,,,incompleta-v4,,,,
2007-07-04,,,,,incompleta-v4,,,,
2007-07-05,,,,,incompleta-v4,,,,
2007-07-06,,,,,incompleta-v4,,,,
2007-07-09,,,,,incompleta-v4,,,,
2007-07-10,,,,,incompleta-v4,,,,
2007-07-11,,,,,incompleta-v4,,,,
2007-07-12,,,,,incompleta-v4,,,,
2007-07-13,,,,,incompleta-v4,,,,
2007-07-16,,,,,incompleta-v4,,,,
2007-07-17,,,,,incompleta-v4,,,,
2007-07-18,,,,,incompleta-v4,,,,
2007-07-19,,,,,incompleta-v4,,,,
2007-07-20,,,,,incompleta-v4,,,,
2007-07-23,,,,,incompleta-v4,,,,
2007-07-24,,,,,incompleta-v4,,,,
2007-07-25,,,,,incompleta-v4,,,,
2007-07-26,,,,,incompleta-v4,,,,
2007-07-27,,,,,incompleta-v4,,,,
2007-07-30,,,,,incompleta-v4,,,,
2007-07-31,,,,,incompleta-v4,,,,
2007-08-01,,,,,incompleta-v4,,,,
2007-08-02,,,,,incompleta-v4,,,,
2007-08-03,,,,,incompleta-v4,,,,
2007-08-06,,,,,incompleta-v4,,,,
2007-08-07,,,,,incompleta-v4,,,,
2007-08-08,,,,,incompleta-v4,,,,
2007-08-09,,,,,incompleta-v4,,,,
2007-08-10,,,,,incompleta-v4,,,,
2007-08-13,,,,,incompleta-v4,,,,
2007-08-14,,,,,incompleta-v4,,,,
2007-08-15,,,,,incompleta-v4,,,,
2007-08-16,,,,,incompleta-v4,,,,
2007-08-17,,,,,incompleta-v4,,,,
2007-08-20,,,,,incompleta-v4,,,,
2007-08-21,,,,,incompleta-v4,,,,
2007-08-22,,,,,incompleta-v4,,,,
2007-08-23,,,,,incompleta-v4,,,,
2007-08-24,,,,,incompleta-v4,,,,
2007-08-27,,,,,incompleta-v4,,,,
2007-08-28,,,,,incompleta-v4,,,,
2007-08-29,,,,,incompleta-v4,,,,
2007-08-30,,,,,incompleta-v4,,,,
2007-08-31,,,,,incompleta-v4,,,,
2007-09-03,,,,,incompleta-v4,,,,
2007-09-04,,,,,incompleta-v4,,,,
2007-09-05,,,,,incompleta-v4,,,,
2007-09-06,,,,,incompleta-v4,,,,
2007-09-07,,,,,incompleta-v4,,,,
2007-09-10,,,,,incompleta-v4,,,,
2007-09-11,,,,,incompleta-v4,,,,
2007-09-12,,,,,incompleta-v4,,,,
2007-09-13,,,,,incompleta-v4,,,,
2007-09-14,,,,,incompleta-v4,,,,
2007-09-17,,,,,incompleta-v4,,,,
2007-09-18,,,,,incompleta-v4,,,,
2007-09-19,,,,,incompleta-v4,,,,
2007-09-20,,,,,incompleta-v4,,,,
2007-09-21,,,,,incompleta-v4,,,,
2007-09-24,,,,,incompleta-v4,,,,
2007-09-25,,,,,incompleta-v4,,,,
2007-09-26,,,,,incompleta-v4,,,,
2007-09-27,,,,,incompleta-v4,,,,
2007-09-28,,,,,incompleta-v4,,,,
2007-10-01,,,,,incompleta-v4,,,,
2007-10-02,,,,,incompleta-v4,,,,
2007-10-03,,,,,incompleta-v4,,,,
2007-10-04,,,,,incompleta-v4,,,,
2007-10-05,,,,,incompleta-v4,,,,
2007-10-08,,,,,incompleta-v4,,,,
2007-10-09,,,,,incompleta-v4,,,,
2007-10-10,,,,,incompleta-v4,,,,
2007-10-11,,,,,incompleta-v4,,,,
2007-10-12,,,,,incompleta-v4,,,,
2007-10-15,,,,,incompleta-v4,,,,
2007-10-16,,,,,incompleta-v4,,,,
2007-10-17,,,,,incompleta-v4,,,,
2007-10-18,,,,,incompleta-v4,,,,
2007-10-19,,,,,incompleta-v4,,,,
2007-10-22,,,,,incompleta-v4,,,,
2007-10-23,,,,,incompleta-v4,,,,
2007-10-24,,,,,incompleta-v4,,,,
2007-10-25,,,,,incompleta-v4,,,,
2007-10-26,,,,,incompleta-v4,,,,
2007-10-29,,,,,incompleta-v4,,,,
2007-10-30,,,,,incompleta-v4,,,,
2007-10-31,,,,,incompleta-v4,,,,
2007-11-01,,,,,incompleta-v4,,,,
2007-11-02,,,,,incompleta-v4,,,,
2007-11-05,,,,,incompleta-v4,,,,
2007-11-06,,,,,incompleta-v4,,,,
2007-11-07,,,,,incompleta-v4,,,,
2007-11-08,,,,,incompleta-v4,,,,
2007-11-09,,,,,incompleta-v4,,,,
2007-11-12,,,,,incompleta-v4,,,,
2007-11-13,,,,,incompleta-v4,,,,
2007-11-14,,,,,incompleta-v4,,,,
2007-11-15,,,,,incompleta-v4,,,,
2007-11-16,,,,,incompleta-v4,,,,
2007-11-19,,,,,incompleta-v4,,,,
2007-11-20,,,,,incompleta-v4,,,,
2007-11-21,,,,,incompleta-v4,,,,
2007-11-22,,,,,incompleta-v4,,,,
2007-11-23,,,,,incompleta-v4,,,,
2007-11-26,,,,,incompleta-v4,,,,
2007-11-27,,,,,incompleta-v4,,,,
2007-11-28,,,,,incompleta-v4,,,,
2007-11-29,,,,,incompleta-v4,,,,
2007-11-30,,,,,incompleta-v4,,,,
2007-12-03,,,,,incompleta-v4,,,,
2007-12-04,,,,,incompleta-v4,,,,
2007-12-05,,,,,incompleta-v4,,,,
2007-12-06,,,,,incompleta-v4,,,,
2007-12-07,,,,,incompleta-v4,,,,
2007-12-10,,,,,incompleta-v4,,,,
2007-12-11,,,,,incompleta-v4,,,,
2007-12-12,,,,,incompleta-v4,,,,
2007-12-13,,,,,incompleta-v4,,,,
2007-12-14,,,,,incompleta-v4,,,,
2007-12-17,,,,,incompleta-v4,,,,
2007-12-18,,,,,incompleta-v4,,,,
2007-12-19,,,,,incompleta-v4,,,,
2007-12-20,,,,,incompleta-v4,,,,
2007-12-21,,,,,incompleta-v4,,,,
2007-12-24,,,,,incompleta-v4,,,,
2007-12-26,,,,,incompleta-v4,,,,
2007-12-27,,,,,incompleta-v4,,,,
2007-12-28,,,,,incompleta-v4,,,,
2007-12-31,,,,,incompleta-v4,,,,
2008-01-02,,,,,incompleta-v4,,,,
2008-01-03,,,,,incompleta-v4,,,,
2008-01-04,,,,,incompleta-v4,,,,
2008-01-07,,,,,incompleta-v4,,,,
2008-01-08,,,,,incompleta-v4,,,,
2008-01-09,,,,,incompleta-v4,,,,
2008-01-10,,,,,incompleta-v4,,,,
2008-01-11,,,,,incompleta-v4,,,,
2008-01-14,,,,,incompleta-v4,,,,
2008-01-15,,,,,incompleta-v4,,,,
2008-01-16,,,,,incompleta-v4,,,,
2008-01-17,,,,,incompleta-v4,,,,
2008-01-18,,,,,incompleta-v4,,,,
2008-01-21,,,,,incompleta-v4,,,,
2008-01-22,,,,,incompleta-v4,,,,
2008-01-23,,,,,incompleta-v4,,,,
2008-01-24,,,,,incompleta-v4,,,,
2008-01-25,,,,,incompleta-v4,,,,
2008-01-27,,,,,incompleta-v4,,,,
2008-01-28,,,,,incompleta-v4,,,,
2008-01-29,,,,,incompleta-v4,,,,
2008-01-30,,,,,incompleta-v4,,,,
2008-01-31,,,,,incompleta-v4,,,,
2008-02-01,,,,,incompleta-v4,,,,
2008-02-04,,,,,incompleta-v4,,,,
2008-02-05,,,,,incompleta-v4,,,,
2008-02-06,,,,,incompleta-v4,,,,
2008-02-07,,,,,incompleta-v4,,,,
2008-02-08,,,,,incompleta-v4,,,,
2008-02-11,,,,,incompleta-v4,,,,
2008-02-12,,,,,incompleta-v4,,,,
2008-02-13,,,,,incompleta-v4,,,,
2008-02-14,,,,,incompleta-v4,,,,
2008-02-15,,,,,incompleta-v4,,,,
2008-02-18,,,,,incompleta-v4,,,,
2008-02-19,,,,,incompleta-v4,,,,
2008-02-20,,,,,incompleta-v4,,,,
2008-02-21,,,,,incompleta-v4,,,,
2008-02-22,,,,,incompleta-v4,,,,
2008-02-25,,,,,incompleta-v4,,,,
2008-02-26,,,,,incompleta-v4,,,,
2008-02-27,,,,,incompleta-v4,,,,
2008-02-28,,,,,incompleta-v4,,,,
2008-02-29,,,,,incompleta-v4,,,,
2008-03-03,,,,,incompleta-v4,,,,
2008-03-04,,,,,incompleta-v4,,,,
2008-03-05,,,,,incompleta-v4,,,,
2008-03-06,,,,,incompleta-v4,,,,
2008-03-07,,,,,incompleta-v4,,,,
2008-03-10,,,,,incompleta-v4,,,,
2008-03-11,,,,,incompleta-v4,,,,
2008-03-12,,,,,incompleta-v4,,,,
2008-03-13,,,,,incompleta-v4,,,,
2008-03-14,,,,,incompleta-v4,,,,
2008-03-17,,,,,incompleta-v4,,,,
2008-03-18,,,,,incompleta-v4,,,,
2008-03-19,,,,,incompleta-v4,,,,
2008-03-20,,,,,incompleta-v4,,,,
2008-03-24,,,,,incompleta-v4,,,,
2008-03-25,,,,,incompleta-v4,,,,
2008-03-26,,,,,incompleta-v4,,,,
2008-03-27,,,,,incompleta-v4,,,,
2008-03-28,,,,,incompleta-v4,,,,
2008-03-31,,,,,incompleta-v4,,,,
2008-04-01,,,,,incompleta-v4,,,,
2008-04-02,,,,,incompleta-v4,,,,
2008-04-03,,,,,incompleta-v4,,,,
2008-04-04,,,,,incompleta-v4,,,,
2008-04-07,,,,,incompleta-v4,,,,
2008-04-08,,,,,incompleta-v4,,,,
2008-04-09,,,,,incompleta-v4,,,,
2008-04-10,,,,,incompleta-v4,,,,
2008-04-11,,,,,incompleta-v4,,,,
2008-04-14,,,,,incompleta-v4,,,,
2008-04-15,,,,,incompleta-v4,,,,
2008-04-16,,,,,incompleta-v4,,,,
2008-04-17,,,,,incompleta-v4,,,,
2008-04-18,,,,,incompleta-v4,,,,
2008-04-21,,,,,incompleta-v4,,,,
2008-04-22,,,,,incompleta-v4,,,,
2008-04-23,,,,,incompleta-v4,,,,
2008-04-24,,,,,incompleta-v4,,,,
2008-04-25,,,,,incompleta-v4,,,,
2008-04-28,,,,,incompleta-v4,,,,
2008-04-29,,,,,incompleta-v4,,,,
2008-04-30,,,,,incompleta-v4,,,,
2008-05-01,,,,,incompleta-v4,,,,
2008-05-02,,,,,incompleta-v4,,,,
2008-05-05,,,,,incompleta-v4,,,,
2008-05-06,,,,,incompleta-v4,,,,
2008-05-07,,,,,incompleta-v4,,,,
2008-05-08,,,,,incompleta-v4,,,,
2008-05-09,,,,,incompleta-v4,,,,
2008-05-12,,,,,incompleta-v4,,,,
2008-05-13,,,,,incompleta-v4,,,,
2008-05-14,,,,,incompleta-v4,,,,
2008-05-15,,,,,incompleta-v4,,,,
2008-05-16,,,,,incompleta-v4,,,,
2008-05-19,,,,,incompleta-v4,,,,
2008-05-20,,,,,incompleta-v4,,,,
2008-05-21,,,,,incompleta-v4,,,,
2008-05-22,,,,,incompleta-v4,,,,
2008-05-23,,,,,incompleta-v4,,,,
2008-05-26,,,,,incompleta-v4,,,,
2008-05-27,,,,,incompleta-v4,,,,
2008-05-28,,,,,incompleta-v4,,,,
2008-05-29,,,,,incompleta-v4,,,,
2008-05-30,,,,,incompleta-v4,,,,
2008-06-02,,,,,incompleta-v4,,,,
2008-06-03,,,,,incompleta-v4,,,,
2008-06-04,,,,,incompleta-v4,,,,
2008-06-05,,,,,incompleta-v4,,,,
2008-06-06,,,,,incompleta-v4,,,,
2008-06-09,,,,,incompleta-v4,,,,
2008-06-10,,,,,incompleta-v4,,,,
2008-06-11,,,,,incompleta-v4,,,,
2008-06-12,,,,,incompleta-v4,,,,
2008-06-13,,,,,incompleta-v4,,,,
2008-06-16,,,,,incompleta-v4,,,,
2008-06-17,,,,,incompleta-v4,,,,
2008-06-18,,,,,incompleta-v4,,,,
2008-06-19,,,,,incompleta-v4,,,,
2008-06-20,,,,,incompleta-v4,,,,
2008-06-23,,,,,incompleta-v4,,,,
2008-06-24,,,,,incompleta-v4,,,,
2008-06-25,,,,,incompleta-v4,,,,
2008-06-26,,,,,incompleta-v4,,,,
2008-06-27,,,,,incompleta-v4,,,,
2008-06-30,,,,,incompleta-v4,,,,
2008-07-01,,,,,incompleta-v4,,,,
2008-07-02,,,,,incompleta-v4,,,,
2008-07-03,,,,,incompleta-v4,,,,
2008-07-04,,,,,incompleta-v4,,,,
2008-07-07,,,,,incompleta-v4,,,,
2008-07-08,,,,,incompleta-v4,,,,
2008-07-09,,,,,incompleta-v4,,,,
2008-07-10,,,,,incompleta-v4,,,,
2008-07-11,,,,,incompleta-v4,,,,
2008-07-14,,,,,incompleta-v4,,,,
2008-07-15,,,,,incompleta-v4,,,,
2008-07-16,,,,,incompleta-v4,,,,
2008-07-17,,,,,incompleta-v4,,,,
2008-07-18,,,,,incompleta-v4,,,,
2008-07-21,,,,,incompleta-v4,,,,
2008-07-22,,,,,incompleta-v4,,,,
2008-07-23,,,,,incompleta-v4,,,,
2008-07-24,,,,,incompleta-v4,,,,
2008-07-25,,,,,incompleta-v4,,,,
2008-07-28,,,,,incompleta-v4,,,,
2008-07-29,,,,,incompleta-v4,,,,
2008-07-30,,,,,incompleta-v4,,,,
2008-07-31,,,,,incompleta-v4,,,,
2008-08-01,,,,,incompleta-v4,,,,
2008-08-04,,,,,incompleta-v4,,,,
2008-08-05,,,,,incompleta-v4,,,,
2008-08-06,,,,,incompleta-v4,,,,
2008-08-07,,,,,incompleta-v4,,,,
2008-08-08,,,,,incompleta-v4,,,,
2008-08-11,,,,,incompleta-v4,,,,
2008-08-12,,,,,incompleta-v4,,,,
2008-08-13,,,,,incompleta-v4,,,,
2008-08-14,,,,,incompleta-v4,,,,
2008-08-15,,,,,incompleta-v4,,,,
2008-08-18,,,,,incompleta-v4,,,,
2008-08-19,,,,,incompleta-v4,,,,
2008-08-20,,,,,incompleta-v4,,,,
2008-08-21,,,,,incompleta-v4,,,,
2008-08-22,,,,,incompleta-v4,,,,
2008-08-25,,,,,incompleta-v4,,,,
2008-08-26,,,,,incompleta-v4,,,,
2008-08-27,,,,,incompleta-v4,,,,
2008-08-28,,,,,incompleta-v4,,,,
2008-08-29,,,,,incompleta-v4,,,,
2008-09-01,,,,,incompleta-v4,,,,
2008-09-02,,,,,incompleta-v4,,,,
2008-09-03,,,,,incompleta-v4,,,,
2008-09-04,,,,,incompleta-v4,,,,
2008-09-05,,,,,incompleta-v4,,,,
2008-09-08,,,,,incompleta-v4,,,,
2008-09-09,,,,,incompleta-v4,,,,
2008-09-10,,,,,incompleta-v4,,,,
2008-09-11,,,,,incompleta-v4,,,,
2008-09-12,,,,,incompleta-v4,,,,
2008-09-15,,,,,incompleta-v4,,,,
2008-09-16,,,,,incompleta-v4,,,,
2008-09-17,,,,,incompleta-v4,,,,
2008-09-18,,,,,incompleta-v4,,,,
2008-09-19,,,,,incompleta-v4,,,,
2008-09-22,,,,,incompleta-v4,,,,
2008-09-23,,,,,incompleta-v4,,,,
2008-09-24,,,,,incompleta-v4,,,,
2008-09-25,,,,,incompleta-v4,,,,
2008-09-26,,,,,incompleta-v4,,,,
2008-09-29,,,,,incompleta-v4,,,,
2008-09-30,,,,,incompleta-v4,,,,
2008-10-01,,,,,incompleta-v4,,,,
2008-10-02,,,,,incompleta-v4,,,,
2008-10-03,,,,,incompleta-v4,,,,
2008-10-06,,,,,incompleta-v4,,,,
2008-10-07,,,,,incompleta-v4,,,,
2008-10-08,,,,,incompleta-v4,,,,
2008-10-09,,,,,incompleta-v4,,,,
2008-10-10,,,,,incompleta-v4,,,,
2008-10-14,,,,,incompleta-v4,,,,
2008-10-15,,,,,incompleta-v4,,,,
2008-10-16,,,,,incompleta-v4,,,,
2008-10-17,,,,,incompleta-v4,,,,
2008-10-20,,,,,incompleta-v4,,,,
2008-10-21,,,,,incompleta-v4,,,,
2008-10-22,,,,,incompleta-v4,,,,
2008-10-23,,,,,incompleta-v4,,,,
2008-10-24,,,,,incompleta-v4,,,,
2008-10-27,,,,,incompleta-v4,,,,
2008-10-28,,,,,incompleta-v4,,,,
2008-10-29,,,,,incompleta-v4,,,,
2008-10-30,,,,,incompleta-v4,,,,
2008-10-31,,,,,incompleta-v4,,,,
2008-11-03,,,,,incompleta-v4,,,,
2008-11-04,,,,,incompleta-v4,,,,
2008-11-05,,,,,incompleta-v4,,,,
2008-11-06,,,,,incompleta-v4,,,,
2008-11-07,,,,,incompleta-v4,,,,
2008-11-10,,,,,incompleta-v4,,,,
2008-11-11,,,,,incompleta-v4,,,,
2008-11-12,,,,,incompleta-v4,,,,
2008-11-13,,,,,incompleta-v4,,,,
2008-11-14,,,,,incompleta-v4,,,,
2008-11-17,,,,,incompleta-v4,,,,
2008-11-18,,,,,incompleta-v4,,,,
2008-11-19,,,,,incompleta-v4,,,,
2008-11-20,,,,,incompleta-v4,,,,
2008-11-21,,,,,incompleta-v4,,,,
2008-11-24,,,,,incompleta-v4,,,,
